system:time_start,NDVI
1546663958370,0.40282487996475197
1547095962610,0.3206657801822004
1547527959650,0.1324891952488518
1547959963000,0.28748517265380147
1548391960000,0.43477792137818694
1548823964000,0.5057884074841525
1549255960000,0.4906687245675233
1549687963000,0.34004759859648864
1550119960000,0.4723481863928019
1550551963000,0.42863201734774087
1550983959000,0.41080468794701835
1551415962000,0.4193370704216553
1551847958000,0.30987643848600266
1552279961000,-0.011239967771250676
1552711960000,0.40213328566916007
1553143960000,0.5240772096316487
1553575962000,0.5451707214317159
1554007965000,0.050082107413803936
1554439964000,0.00627561412988172
1554871968000,0.43145116719837195
1555303966000,0.2991824368984674
1555735969000,0.5988718824979281
1556167967000,0.021901627579550397
1556599971000,0.3748666336954515
1557031967000,0.06996847979544357
1557463972000,0.29583116180011215
1557895967000,-0.01561908665303153
1558327972000,-0.010806275307898428
1558759966000,-0.025327936331060168
1559191972000,0.3706467605656558
1559623965000,0.12041581106593949
1560055971000,2.8847068451478956E-4
1560487966000,0.4883512994006874
1560919971000,0.4660824651209874
1561351967000,0.6069901450597842
1561783972000,-0.018490924824608623
1562215968000,0.010564857342183962
1562647972000,0.02368670014712249
1563079968000,0.26252515097020696
1563511972413,0.7063769375157518
1563943968733,0.22708727859874048
1564375971871,0.01114323222304665
1564807968196,0.021572995113711003
1565239970948,-0.046686506884744815
1565671967199,-0.01822036452229418
1566103969642,-0.017351490591613544
1566535965809,0.08340342084122224
1566967967897,-0.007979548569944423
1567399964037,-0.009923144166371758
1567831965729,0.31786086896768334
1568263962034,9.220588938485424E-4
1568695963140,0.698273988044278
1569127964017,0.005145328457913572
1569559963826,-0.011405876013402524
1569991965549,0.31371218033041426
1570423964642,-6.446970441803445E-6
1570855966539,0.6793477408533161
1571287964955,0.7021295024295587
1571719966976,0.49081879225302477
1572151964671,0.6384495808077539
1572583966858,0.3026859058405723
1573015963733,0.1252862323845822
1573447966077,0.3672930569468851
1573879962217,0.2511102464918932
1574311964665,0.17017475328794632
1575175962632,0.2326700654688769
1575607957752,0.32056180627401093
1576039959970,0.06124507307103483
1576471958407,0.31458476562103244
1576903957812,0.2622686402411457
1577335958812,0.002643844245882078
1577767958467,0.318785875452805
1578199958639,0.19085455858893255
1578631958115,0.18230413338940885
1579063957942,0.2822729380700891
1579495957432,0.04581398332251182
1579927956719,0.3154476259040568
1580359956293,-0.02508183030766921
1580791957282,0.2697983866566382
1581223956042,-0.15747363062321912
1581655959194,0.29131977562753514
1582087957810,0.11006657969266685
1582519960590,-0.006872710146914153
1582951959067,0.2497638178861077
1583383956511,-0.01134698508455731
1583815959818,0.33858028986838934
1584247961730,0.34144592513897715
1584679960041,0.3142578351386558
1585111961559,0.3133052030905594
1585543959758,0.39264986562204296
1585975960842,0.17616180729050585
1586407961581,0.3711643343811988
1586839959604,0.36323509218035394
1587271964221,0.449568018252694
1587703958126,0.006647090687153238
1588135966391,0.479766288260632
1588567960723,0.20144728906484113
1588999968027,0.5313932749873997
1589431962808,0.1816850220086649
1589863969152,-0.0033085338910685933
1590295964428,0.14744610276790268
1590727969829,0.09935597640150175
1591159965516,0.03561965416222225
1591591970022,0.06530774170574725
1592023966109,0.007627590065749891
1592455969727,0.004197927947050183
1592887966268,0.4336365918397799
1593319969030,0.04999181118836195
1593751965960,0.2970913678791457
1594183967942,0.010328289651040497
1594615965259,0.003585089372809383
1595047968663,-0.04343523584214557
1595479965772,-0.017596183131233664
1595911969381,0.010895988417985569
1596343966678,-0.027094095772778215
1596775969702,0.0026303867276342863
1597207967161,0.3379301176946322
1597639969544,-0.034230122148699686
1598071967251,0.0023739723929357224
1598503968970,-0.009482452181412063
1598935966896,-0.003937584965215522
1599367967996,0.2668880961519202
1599799966061,0.34207747018674217
1600231968133,0.577984803893518
1600663965848,0.4141434064978278
1601095969087,-0.010200313226390877
1601527966937,0.0037420911961451747
1602391967429,0.40201211316185953
1602823969410,0.6018926097654762
1603255967331,-0.010534003880939925
1603687969005,0.44343149115526653
1604119966576,0.5082297222000868
1604551968432,0.3962469181053927
1604983965084,0.494269492785367
1605415966373,0.6173662805750441
1605847964320,0.1048283556640135
1606279965038,0.12665529270054499
1606711963231,0.5996827069177078
1607143962097,0.4657646889582316
1607575961229,0.282665336682835
1608007961162,0.39482522494729144
1608439956052,0.4545362905272891
1609303961756,0.4113496884703257
1609735964131,0.44854252680438955
1610167962969,0.4062144054768202
1610599964564,0.13002395698336783
1611031963555,0.1506893533458455
1611463964332,0.3593717496123204
1611895963501,0.4608894775335724
1612327963475,0.5232267782966733
1612759962735,0.559347954588463
1613191962468,0.4697903167770201
1613623961371,0.28482081630134753
1614055963357,0.3638578064511449
1614487962479,0.44085737300148764
1614919963573,0.3649161664119423
1615351963014,0.13728823249449024
1615783963158,0.4084745935113472
1616215962911,0.08078711123058649
1616647962057,0.3865493806546962
1617079962152,0.04245698942218063
1617511960278,0.19463873592628997
1617943960734,0.209719387747044
1618375957917,0.4606907433601118
1618807953672,0.165008747750862
1619239959873,0.5617538712645516
1619671959295,0.4490503263460805
1620103961976,-0.004248608993907933
1620535961693,0.18378910516184066
1620967963482,0.14551502526320972
1621399963369,0.12621901075921785
1621831964324,-0.008935014930287456
1622263964393,0.24592658064078596
1622695964548,0.018334799137549467
1623127964776,-0.0025929139688726046
1623559964235,-0.00727908513362484
1623991964585,0.0013072222033860394
1624423964785,-0.015051794223418197
1624855964592,0.5433412723454462
1625287965978,0.24994293106189153
1625719965450,-0.003985223378194783
1626151966828,0.052744206401735626
1626583965764,0.6008857702398714
1627015967135,0.23699454657109545
1627447965579,0.00603727734093804
1627879966862,0.01153204226306929
1628311964798,-0.014749530873453261
1628743966301,0.23638174263241205
1629175963489,0.008925120580903627
1629607965915,0.38153828650389326
1630039961709,0.29890376538646873
1630471964959,0.3068307483577293
1630903960204,-0.01296138620550418
1631335964140,-0.005354058200795715
1631767959752,0.5138432904036305
1632199966484,-0.017105350034353387
1632631962216,0.6285915186390229
1633063968139,0.5824252890093924
1633495964086,8.67578379961131E-4
1633927969033,0.03455198807885296
1634359963177,-0.024842982897440163
1634791969070,0.541156756705565
1635223965231,0.46160676584056054
1635655968214,0.004033778879074404
1636087964404,0.5473025171073513
1636519966238,0.6180835994864071
1636951962373,-0.045275481531139194
1637383963806,0.2026216299769778
1637815959513,0.3804491905768614
1638247963471,0.5901684541920762
1638679958935,-0.010181034849863069
1639111962425,0.6017320051285824
1639543957582,0.03294057627665221
1639975964534,0.5228174548407968
1640407958998,0.382341264093859
1640839965377,-0.014189339944570839
